,name,business_id,review_count,is_open,stars,city,categories
188,Port of Subs,0N53m33GANYeHHl-s22d4Q,7,1,4.5,Las Vegas,"Delis, Caterers, Sandwiches, Restaurants, Event Planning & Services"
189,Paradise Place Jamaican Cuisine,0EpnzIpeFvhISkxMTIv9WA,17,1,4.5,Las Vegas,"Caribbean, Seafood, Food, Restaurants"
192,Christy Candy Shop,RGmBfqdFb0giLPG-SZbQUQ,4,1,3.0,Las Vegas,"Candy Stores, Ice Cream & Frozen Yogurt, Restaurants, Mexican, Specialty Food, Food"
193,Dominos Pizza,6fKmO2gzGQhzM791H6b4mQ,42,1,2.0,Las Vegas,"Chicken Wings, Sandwiches, Pizza, Restaurants"
194,German Bread Bakery,lF4pEu4_55SSFEo6Q58ftQ,138,1,4.5,Las Vegas,"Bakeries, Restaurants, German, Food"
195,Cariba Charlies,vATbGMxLd9cZ3VY_GZAIJw,5,1,3.5,Las Vegas,"Nightlife, American (Traditional), Restaurants"
196,Auntie Annes,bTv4SViSYM5aux1HUN1LEA,8,1,4.0,Las Vegas,"Fast Food, Restaurants, Food, Pretzels"
197,Maggianos Little Italy,LFs5jyYdXlzi0SpAYi1eSA,1068,1,4.0,Las Vegas,"Bars, Restaurants, Nightlife, Italian"
198,Original Chicken Tender,1tV2_4oHJTUB9ZFJfOgowA,14,1,3.5,Las Vegas,"Chicken Wings, Restaurants"
200,Vegas All Nite,QSwpHbPjDhWYKP8qlmlkXg,4,1,5.0,Las Vegas,"Party Bus Rentals, Hotels & Travel, Venues & Event Spaces, Transportation, Limos, Party & Event Planning, Event Planning & Services, Restaurants, Tours, Diners, Nightlife, Travel Services, Hotels"
202,Rachels Kitchen,oKATEDDmUGDDr-tIbDX5Pg,16,1,4.5,Las Vegas,"Restaurants, Juice Bars & Smoothies, American (New), Food, Cafes, Sandwiches"
203,Cilantro Taco Grill,UN_48kF4j4jjHQXLbQhaZw,3,1,1.5,Las Vegas,"Restaurants, Mexican"
204,Jack in the Box,ZVetFAAt0_j0tEqiakpecA,7,1,3.5,Las Vegas,"Fast Food, Restaurants"
205,Panda Express,1i4iRBkkNU_o_S2pY7W7kQ,6,1,3.5,Las Vegas,"Restaurants, Fast Food, Chinese"
209,Charleys Philly Steaks,Mb5w1N3tvsAFDrDcHQyrsw,23,1,3.0,Las Vegas,"Barbeque, Restaurants, Fast Food"
210,Benihana,TL5Dtfnf-5hYG13lBF9N2A,344,1,3.5,Las Vegas,"Japanese, Beer, Wine & Spirits, Teppanyaki, Food, Restaurants"
211,Einstein Bros Bagels,4lKF-M_3OLsk1usLPDJEFA,57,1,2.0,Las Vegas,"Sandwiches, Food, Bagels, Restaurants"
212,Sbarro Italian Eatery,BfrKMKCcsSMm8cmNkIIhRQ,5,1,3.0,Las Vegas,"Food Court, Restaurants, Italian, Pizza"
214,Vintner Grill,qmymSqVwHYRqdwfcBatzpQ,521,1,4.0,Las Vegas,"American (Traditional), Restaurants, American (New)"
217,CUT,J4CATH00YZrq8Bne2S4_cw,1115,1,4.0,Las Vegas,"Bars, Lounges, Restaurants, Nightlife, Steakhouses"
218,Mark Richs New York Pizza & Pasta,CvpXZRF-I7wfm19dW1jOXA,146,1,3.0,Las Vegas,"Pizza, Italian, Restaurants"
219,Pegasus,ByYn1vNlI6MY_ZNoaH8eCw,7,1,2.5,Las Vegas,"Hotels, Restaurants, Event Planning & Services, American (Traditional), Venues & Event Spaces, Hotels & Travel"
223,Robertos Taco Shop,H2Chxto2e6dHTDJ8-s3-pQ,42,1,3.5,Las Vegas,"Restaurants, Mexican, Fast Food"
224,Jimmy Johns,VhazKK6zbHrdJaN-bmeHbQ,18,1,4.0,Las Vegas,"Food Delivery Services, Restaurants, Fast Food, Sandwiches, Food"
225,Chopstix,S9CrHJJnns3cqdGca7mQWQ,76,1,3.5,Las Vegas,"Chinese, Restaurants"
227,Mon Ami Gabi,4JNXUYY8wbaaDmk3BPzlWw,6414,1,4.0,Las Vegas,"Restaurants, Steakhouses, French, Breakfast & Brunch"
228,Jack in the Box,ENSXtagSYILMBTVEj6p81Q,6,1,2.0,Las Vegas,"Restaurants, Fast Food"
229,Pepes Tacos,Qor28v4BlhSwtN8DSvah9g,132,1,3.5,Las Vegas,"Restaurants, Mexican"
230,Moes Southwest Grill,o1Pjim5n8xJjjAE_v4RiHA,73,1,2.5,Las Vegas,"Restaurants, Mexican, Tex-Mex"
231,Teriyaki Madness,WSGHEQdcdbBWXDpna99EiQ,101,1,4.0,Las Vegas,"Japanese, Asian Fusion, Restaurants, Hawaiian"
232,Magnolias Veranda,w9gr1-mA-7zBHPjPL87Nsg,143,1,3.0,Las Vegas,"American (Traditional), Restaurants"
233,Top of Binions Steakhouse,41Kbugm-qmIQTt7unkALYQ,234,1,4.0,Las Vegas,"Steakhouses, Restaurants, Bars, Wine Bars, Seafood, Nightlife"
238,Pizza Forte,5CJOaZc8Muu8WothauxQ4g,40,1,3.0,Las Vegas,"Hot Dogs, Pizza, Italian, Restaurants"
239,Panera Bread,0FHfkDxKSeDuyAEeaY6X-Q,47,1,3.5,Las Vegas,"Soup, Restaurants, Sandwiches, Salad"
242,Tony Romas,CBb7z-MTbkzBvsUHBDqxEg,192,1,2.0,Las Vegas,"Barbeque, Seafood, American (Traditional), Restaurants, Steakhouses"
243,Rilibertos Fresh Mexican Food,gg0zeYKlmvk_rScipyOyKw,23,1,4.0,Las Vegas,"Restaurants, Mexican"
244,In-N-Out Burger,X0Tczp3XH3qTinliAM5TEA,51,1,4.0,North Las Vegas,"Restaurants, Burgers, Fast Food, American (Traditional)"
245,Jersey Mikes Subs,tkdolOWoZ9KIYP-PETvYWA,57,1,3.5,Las Vegas,"Sandwiches, Delis, Restaurants, Fast Food, Food"
248,Anthony & Marios Broadway Pizzeria,iL2-xJ4-eMsJk88PsbivbQ,215,1,4.0,Las Vegas,"Salad, Restaurants, Italian, Pizza"
249,Pho Thanh Huong,GMrwDXRlAZU2zj5nH6l4vQ,340,1,4.0,Las Vegas,"Restaurants, Sandwiches, Vietnamese, American (New)"
251,Cant Dutch This,0n3vcq00Z4ijqwwn-INfkg,3,1,4.5,Las Vegas,"Restaurants, Food, Food Trucks, Food Stands, Street Vendors"
256,Vickies Diner,I8j1gHLKNJVN4dNVUOsedw,134,1,4.0,Las Vegas,"Diners, Cafes, Restaurants"
257,Omelet House,Qc0l8rZ3nvrcERitgxu8XA,762,1,4.5,Las Vegas,"American (Traditional), Restaurants, Breakfast & Brunch"
259,Westside Deli,hAHa78Q1os9Gvuq6Uti-0A,31,1,3.0,Las Vegas,"Salad, Breakfast & Brunch, Sandwiches, Restaurants"
260,Forte European Tapas Bar and Bistro,8SwMaPL6AJIs1ZPSZ3NJ4w,358,1,4.0,Las Vegas,"Ukrainian, Tapas Bars, Restaurants, Spanish"
261,Wendys,m6TRzUX-QizEkvNRpub3lA,23,1,2.5,Las Vegas,"Burgers, Fast Food, Restaurants"
263,Pinches Tacos,1ZJz840L496LAmQdeDv0WA,344,1,4.0,Las Vegas,"Restaurants, Mexican"
265,Don Tortaco,8J7sevf8tiG4HWrnODMitg,21,1,2.5,Las Vegas,"Food, Mexican, Restaurants"
266,Stacks & Yolks,Gt4z3AylNTsEPDkzkaC7HA,647,1,3.5,Las Vegas,"Breakfast & Brunch, Pretzels, Sandwiches, Burgers, Food, American (Traditional), Restaurants"
267,Tropical Smoothie Cafe,OzPSwxV8AH2S5KvoBTjH5Q,35,1,2.5,Las Vegas,"Cafes, Sandwiches, Breakfast & Brunch, Juice Bars & Smoothies, Restaurants, Food"
268,Jac & Ray,7zqmeEgCPfvbxyaKHli6Dw,14,1,3.5,Las Vegas,"Fast Food, Restaurants"
269,La Pizza,zSc_PmocVDJEtQwin0ts2w,48,1,3.5,Las Vegas,"Food Stands, Pizza, Restaurants"
270,Turmeric Flavors of India,Ih5Q1cNDLchhi1FqqTwrag,27,1,4.5,Las Vegas,"Nightlife, Indian, Restaurants, Bars"
271,Fin,GU7ww3eoGTcXAze8VJtC7g,119,1,3.0,Las Vegas,"Chinese, Restaurants, Nightlife, Food, Bars, Wine Bars, Beer, Wine & Spirits"
273,HEXX kitchen + bar,IWN2heYitkg-D4UdqfxcMA,778,1,4.0,Las Vegas,"Bars, Nightlife, Desserts, Cocktail Bars, Food, Restaurants, American (New)"
274,Big Burger,BHB2tRGZM9RqPxWTLgtPjw,3,1,2.5,Las Vegas,"American (New), Restaurants"
