,name,business_id,review_count,is_open,stars,city,categories
299,Pizza Place,qUVnqIEYNbkHdUffYITr-Q,89,0,3.5,Las Vegas,"Restaurants, Pizza, Sandwiches, Ice Cream & Frozen Yogurt, Food"
300,Ah Sin,irt97q32ROIgQJOEqseebQ,84,0,1.5,Las Vegas,"Restaurants, Japanese"
302,Big Pauls BBQ,UQTKPKEzm6513DknF7Scqg,56,0,3.5,Las Vegas,"Cajun/Creole, Restaurants, Barbeque, Soul Food"
303,Casino Cafe,xrt83taykZS48LB21yOB9w,3,0,2.5,Las Vegas,"American (Traditional), Restaurants"
305,Big Dogs Bar and Grill,w2H8483LFXrth8X-cpku0Q,9,0,4.0,Las Vegas,"Food, Beer, Wine & Spirits, Restaurants, Bars, American (Traditional), Breweries, Sports Bars, Nightlife"
315,Feast Buffet,qkPiymXn9J8gF1_4s9nYbg,70,0,3.0,North Las Vegas,"Restaurants, Buffets"
317,A Thyme For All Seasons,0eJG77JOkyMIBhc4Xbuqfw,54,0,3.5,Las Vegas,"Caterers, Cafes, Event Planning & Services, Restaurants"
318,Peas & Carrots,DsMIfKq8pZgcgcrryHDKRA,3,0,4.5,Las Vegas,"Restaurants, Food Delivery Services, Food, Vegan"
324,Cicis Pizza,v2UKNMDqWN1UaWlK2Ugx2Q,8,0,3.0,Las Vegas,"Restaurants, Pizza"
329,Tacos Los Toritos,WwBadFHFU-81RJAKtTgB_Q,22,0,3.5,Las Vegas,"Mexican, Restaurants"
337,Filfila Mediterranean Cafe,_7qqB7K-Cd2vhb3NEUcdtw,22,0,4.5,Las Vegas,"Mediterranean, Greek, Middle Eastern, Restaurants"
346,Golden Grill,mbjF4qlWNfmLlhQ6-VowHg,29,0,3.5,Las Vegas,"Lounges, Restaurants, Nightlife, American (Traditional), Bars"
348,Wicked Slice,eFsfPHkGGycHXCTyV8uFcg,43,0,4.5,Las Vegas,"Restaurants, Sandwiches, Chicken Wings, Pizza"
349,Le Provencal,78TC3sZSYBzBsSJ0z5pyhw,130,0,2.5,Las Vegas,"Restaurants, French, Italian"
353,Shobu,yUqJReOv26454QkjGz37Yw,27,0,4.0,Las Vegas,"Restaurants, Sushi Bars, Nightlife, Karaoke, Japanese"
356,Carmines Pizza Kitchen,Md8XLs5FUhSnUodFEVqYWQ,10,0,4.0,Las Vegas,"Pizza, Restaurants"
361,Cedars Restaurant,7Dk6AeVwPGLNDTHpa8TxuA,5,0,4.0,Las Vegas,"American (Traditional), Middle Eastern, Restaurants, Mediterranean, Vegetarian"
369,Aristocrat BBQ & Noodle House,WZkBbxwAR2fZWVIo8zKtnw,7,0,3.0,Las Vegas,"Barbeque, Restaurants, Filipino"
370,Rainbow Pho Express,A2Hj_dI1zPdBS4PJeN2FvQ,59,0,3.5,Las Vegas,"Vietnamese, Restaurants"
371,Soulfish Pok\xc3\xa9,sV_8f7ChS4m8LxbQo4Nmdg,29,0,4.0,Las Vegas,"Sushi Bars, Poke, Restaurants, Food, Hawaiian"
376,The Verdicts Inn,3s8PNggIbgeSsjqM6HKOCg,14,0,3.0,Las Vegas,"Restaurants, American (New)"
378,Jillians,WM5lY9Yp9FFr7dsC-5sNYA,7,0,3.0,Las Vegas,"Bowling, Music Venues, Dance Clubs, Arts & Entertainment, American (Traditional), Bars, Restaurants, Active Life, Nightlife"
379,Rosatis Pizza,y4N-fSlQDx2wRU51l0z7ZQ,3,0,3.5,Las Vegas,"Restaurants, Italian, Pizza"
381,Sultans Grill,PelnfQ7PxGeW2J43OwnQ_w,12,0,3.5,Las Vegas,"Mediterranean, Restaurants"
382,Morrisseys Irish Pu,GlCrPPmy9jXn54YzmgoStg,46,0,3.0,North Las Vegas,"Restaurants, Nightlife, Irish Pub, American (Traditional), Bars"
383,Fuku Burger,QpmotuTsf_nHT8RKViFMPQ,173,0,4.0,Las Vegas,"Asian Fusion, Burgers, American (Traditional), Restaurants"
384,MK Thai Cuisine,YOZgLDLNLAe2nP1sw5inYw,45,0,4.5,Las Vegas,"Restaurants, Thai"
388,Blueberry Hill Family Restaurant,5XKz4CGyjYD_jzoxlPqRQw,11,0,3.0,Las Vegas,"Breakfast & Brunch, Restaurants"
389,Tortas El Rey,D1J0-sFI1ul-9l3CwjvvwA,5,0,3.5,Las Vegas,"Mexican, Restaurants"
390,Hot Dog Haus,Ona9aVr6RJRL3xyPNlKSPA,14,0,4.0,Las Vegas,"Restaurants, Hot Dogs"
396,Fresh Mama,5aeR9KcboZmhDZlFscnYRA,103,0,3.5,Las Vegas,"Cafes, Restaurants"
405,Regale Ristorante Italiano,F2daTLKFb2-hG5ysrJIQ5Q,7,0,2.5,Las Vegas,"Restaurants, Italian"
406,Wing King,Dh6JsWOKQqIjuw4ZPnWkOg,66,0,4.0,Las Vegas,"Restaurants, Chicken Wings"
409,Gary Canters Delicatessen - Mandalay Bay,YyANO0qR2zE0YILChhz2Pg,6,0,4.5,Las Vegas,"Restaurants, Delis"
410,Mammas Boy Cafe,vafLJO0wyb421AlOfxMiig,11,0,3.5,Las Vegas,"Soul Food, Restaurants, Cafes"
411,Argana,-BS4aZAQm9u41YnB9MUASA,73,0,4.5,Las Vegas,"Moroccan, Restaurants"
418,Simpo Sandwich,uPwZUj4Hj-fHz1TU0LJJmQ,27,0,4.0,Las Vegas,"Restaurants, Sandwiches"
420,Souper Salad,z3g1OUxDfBTniZFO5BGj0Q,9,0,3.0,Las Vegas,"Restaurants, Soup"
421,Braddahs Island Style,1jpYP-JNOEYCMIzP4OlGuQ,566,0,4.0,Las Vegas,"Ethnic Food, Hawaiian, Asian Fusion, Mexican, Specialty Food, Desserts, Restaurants, Food"
424,Harolds Chicken & Fish,awAxthsSo0Y8KBQXJhNxvQ,31,0,3.5,Las Vegas,"Chicken Wings, Restaurants, American (Traditional), Soul Food"
425,Damianos Pizza,O1RT7gIIFGwGE9OKS7dotA,4,0,4.0,Las Vegas,"Pizza, Restaurants"
429,Canal Street,bfp51Aaft7T3M9gQnVsI_g,56,0,4.0,Las Vegas,"Restaurants, Steakhouses, Seafood"
432,Northside Nathans,GdE5ZF7XMDyjwBVB_5qszA,28,0,4.0,Las Vegas,"Pizza, Restaurants"
434,Pretty Girls Maid Cafe,vj9sfEtL_NcYeFmMz-q1Zw,9,0,3.0,Las Vegas,"Japanese, Asian Fusion, Desserts, Food, Bubble Tea, Restaurants"
437,Judits Bistro,ENaLdbV5Z3ZctxUgQZjwhw,8,0,3.5,Las Vegas,"Hungarian, Pizza, Italian, Restaurants"
438,Sushi + Sake,ATErtjbLCxEPOD8ICKKr5Q,35,0,3.5,Las Vegas,"Sushi Bars, Japanese, Restaurants"
440,Straight Up Gaming & Martini Lounge,BN_GVKaX0jnaVI4Ar1iV2w,20,0,3.5,Las Vegas,"Restaurants, Lounges, Nightlife, American (New), Bars"
449,Stratta,0xzmIBsJQc5eUNLucFrZ0Q,187,0,3.5,Las Vegas,"Restaurants, Italian, American (New)"
456,Sushi Avenue & Steak House,4klmo_xFoMHjPR-HgdFDgQ,8,0,4.0,Las Vegas,"Japanese, Restaurants"
463,KGB: Kerrys Gourmet Burgers,loSgYD9dHOsjjm7QCly5qw,363,0,3.5,Las Vegas,"Restaurants, Burgers"
471,Thai Wasabi,_I_N5HrVTXwJLuuuFoUjhA,13,0,3.5,Las Vegas,"Sushi Bars, Thai, Restaurants, Asian Fusion"
473,Bilbos Bar & Grill,0JmCGyAqAK_yVEuZ0ts16w,14,0,2.5,Las Vegas,"Bars, American (New), Nightlife, American (Traditional), Restaurants"
475,Tower Suite Cafe,V4E09shHwjNdiclExeiYLg,7,0,4.5,Las Vegas,"Restaurants, American (New)"
479,Koolthai Restaurant,Bo6JrUUD7aIyjhmaz9M9kw,6,0,3.5,Las Vegas,"Asian Fusion, Restaurants, Vegetarian, Thai"
481,House of Pizza,bMrYaaAy62ppdS09na0RgQ,103,0,4.0,Las Vegas,"Restaurants, Pizza"
486,Opa Restaurant,QH1lePb3lwTKRF_OXH_6uw,61,0,3.5,Las Vegas,"Restaurants, Greek, Mediterranean"
487,Viva El Salvador Restaurant & Pupuseria,24wnyPyir6-Bmv6zq7OXHg,19,0,3.0,Las Vegas,"Latin American, Restaurants, Salvadoran"
491,Brazil Brazil,VvHehcPhB80njPRrvdBZmg,5,0,2.5,Las Vegas,"Restaurants, Brazilian"
495,I Love Burgers,R6jpwPBe9edy0P64uyaLKA,591,0,3.0,Las Vegas,"American (New), Burgers, Restaurants"
496,Street Foods - Food Trucks,eiRH93Z6CbVekyyiE0BZFw,13,0,4.5,Las Vegas,"Indian, Mexican, Food Trucks, Fast Food, Restaurants, Food"
498,Company Kitchen and Pub House,nYifLyIcS9V1Yj2wm2OVsw,5,0,2.5,Las Vegas,"American (Traditional), Restaurants"
500,Hookah Masters Lounge,Q-1JCkmzNBJk6jC7K_AUZA,66,0,3.5,Las Vegas,"Bars, Tobacco Shops, Shopping, Food, American (Traditional), Middle Eastern, Coffee & Tea, Dance Clubs, Cocktail Bars, Restaurants, Nightlife, Hookah Bars, Burgers"
504,Buffalos Pizza,QAXFkN4iDiC1HUrkOiAAKA,6,0,1.5,Las Vegas,"Pizza, Restaurants"
505,Pizza Republic,k0Mg5uqGkJ8Jp6YNkXsFJw,10,0,4.0,North Las Vegas,"Pizza, Sandwiches, Salad, Restaurants"
506,Woori House,XvnVh7aRMCEZ0NH_Su3UFQ,5,0,4.0,Las Vegas,"Korean, Restaurants"
513,Zine Noodles Dim Sum,liGn7sPOvUuy3kcwbhRkbA,237,0,3.0,Las Vegas,"Restaurants, Chinese, Dim Sum"
514,Valentino,nDKcQkh8vZkY_u1kyww44g,157,0,3.5,Las Vegas,"Italian, Restaurants"
515,NASCAR Cafe,12f7GOkkC0GZRMif-fidhQ,52,0,2.0,Las Vegas,"American (Traditional), Restaurants"
518,Kailyns Diner,CqVdLcbyZzfAjeCD1qEBZQ,129,0,4.0,Las Vegas,"Diners, Burgers, American (Traditional), Breakfast & Brunch, Restaurants"
526,Rattlecan,PBYDlb88SAWHiQgqJJ67hQ,28,0,4.0,Las Vegas,"Burgers, Restaurants"
528,Tortas El Rey,qxjKPzTFqhCLieWcdDbKGw,10,0,3.5,North Las Vegas,"Restaurants, Mexican, Fast Food"
529,Antonios Italian Ristorante,4nhQy38y-PnkY1qALNBTeQ,7,0,4.5,Las Vegas,"Italian, Restaurants"
531,Mack Bros Bakery Cafe,kBRJd804JAu7BDn6pnqGMA,8,0,2.5,Las Vegas,"Breakfast & Brunch, Restaurants"
536,Star Mexican Grill,YIbsxjyP2jNzoH9RlxaSYA,8,0,3.5,Las Vegas,"Mexican, Restaurants"
539,21 Restaurant & Lounge,5RQ6ENVWSmgmzFxmUGWQ9Q,53,0,4.0,Las Vegas,"Korean, Karaoke, Lounges, Beer, Wine & Spirits, Restaurants, Food, Nightlife, Bars, Local Flavor, Asian Fusion"
540,Popeyes Louisiana Kitchen,CZJ-s3Io3TQ0Jr2r_tm51g,32,0,2.5,Las Vegas,"Chicken Wings, Restaurants, Fast Food"
542,Smoke Ranch Junction,t22AMOX1K13PNOKqfQlGpg,4,0,3.0,Las Vegas,"Restaurants, Casinos, Arts & Entertainment"
544,Chinatown Cuisine,i5vy3X8WBjQ-F7P8HqC7KA,3,0,4.5,Las Vegas,"Restaurants, Mexican"
548,Panchos Kitchen,mz1zD5_eqyCQNuzAqB_iKg,85,0,4.5,Las Vegas,"Vegan, Restaurants, Mexican"
550,Lo-Mein,f_vIr9vzQv0USejCvcawcg,3,0,1.5,Las Vegas,"Restaurants, Chinese"
551,Cafe Diem,tybTvXOgkOjeXMFbLcSYJA,16,0,4.0,Las Vegas,"American (Traditional), Restaurants, Breakfast & Brunch"
553,Kan Pai Sushi,gqqHdBJqOVHDMy3jAdSkmw,23,0,4.0,Las Vegas,"Sushi Bars, Restaurants, Japanese"
558,Annas Garden,Oyo5CWthu2upxxaf69MfIg,29,0,3.5,Las Vegas,"Chinese, Restaurants"
559,Namaste Indian Cuisine,TTpgjbrSyxwHHzE5bIF-Rw,118,0,4.0,Las Vegas,"Indian, Restaurants"
563,Fountains Brunch,69SHzcXpZCuLwCG1X4l4_Q,7,0,4.5,Las Vegas,"American (New), Food, Restaurants"
565,Havana Go Go,RqTCCfUQJh_OpWwgOVWiDw,3,0,2.5,Las Vegas,"Food, Restaurants, Coffee & Tea, Cuban"
566,Sno Shack Hawaiian Shave Ice,5JY1b7iEWEQTAofZDS6EeQ,15,0,5.0,Las Vegas,"Desserts, Food, Hawaiian, Shaved Ice, Restaurants"
567,La Cabana,4NxIM5xpIEem1IkEkz2I7Q,30,0,3.5,Las Vegas,"Mexican, Restaurants"
572,Diamond China Restaurant,M990h0-4g-wpJN-qlnqFAg,44,0,3.0,Las Vegas,"Chinese, Restaurants"
573,Pharoahs Pheast Buffet,1Jm-fFPCAD-ZGM2J4HACXA,9,0,2.0,Las Vegas,"Buffets, Restaurants, American (New)"
574,Epoys Filipino Fast Food,D7BsSthpHkUjyIlJHX9v6g,4,0,3.0,Las Vegas,"Restaurants, Buffets, Filipino"
578,Kathys Southern Cooking,MoaI-2jJCVoiSD0nCi2qdw,35,0,4.0,Las Vegas,"Restaurants, Southern, Soul Food"
579,East Boy,tVzgYjAI1Y_oDHmbJRyxTA,4,0,3.0,Las Vegas,"Japanese, Restaurants"
581,Montesanos Italian Deli,ro4h-3oXNxk4KLa6__jV5Q,4,0,5.0,Las Vegas,"Delis, Italian, Restaurants"
583,T.G.I. Fridays,eWYpJIv1xDaNAmRTT_WjeQ,3,0,3.5,Las Vegas,"American (Traditional), Restaurants"
584,Ichiban West,_aIQsyaRn7CJh8gWSbuJgA,22,0,4.5,Las Vegas,"Japanese, Restaurants"
586,Cheers Bar & Grill,6UqOXFic_vu2JLGuu8YD6A,42,0,4.5,Las Vegas,"Dive Bars, Restaurants, Bars, Nightlife, American (New)"
